# slice S oracle (main) — rungs 43+45 TwoSpoolFuelTransient — key	u64 bits (or an integer)	repr
J/8.0/0.25/peak/mdot_air	4605041294128889714	0.7622874091521068
J/8.0/0.25/peak/mf	4583084018840604399	0.025766879713855436
J/8.0/0.25/peak/mf_sched	4583084018840604399	0.025766879713855436
J/8.0/0.25/peak/nu_hp	4606458676286096471	0.9196484397144883
J/8.0/0.25/peak/nu_lp	4606095457573264030	0.8793230619183594
J/8.0/0.25/peak/phi_hp	4606491852409946498	0.9233317293710999
J/8.0/0.25/peak/phi_lp	4605983583593677523	0.8669025551190209
J/8.0/0.25/peak/pi_hpc	4618000112002574340	5.608041653447803
J/8.0/0.25/peak/pi_lpc	4612971681671493048	2.5709491742079216
J/8.0/0.25/peak/s	4598355363530371235	0.25999999999999995
J/8.0/0.25/peak/sp_thrust	4649837380014166020	753.3076535747391
J/8.0/0.25/last/Tt4	4654109982532092943	1454.0926453585305
J/8.0/0.25/last/branch_choked	1	1
J/8.0/0.25/last/f	4583504368733909826	0.027225261369937977
J/8.0/0.25/last/mdot_air	4606699928145940564	0.9464327766677436
J/8.0/0.25/last/mf	4583084018840604399	0.025766879713855436
J/8.0/0.25/last/mf_sched	4583084018840604399	0.025766879713855436
J/8.0/0.25/last/nu_hp	4607028727015381771	0.9829367842001785
J/8.0/0.25/last/nu_lp	4606881301642807009	0.9665692798955342
J/8.0/0.25/last/phi_hp	4607151431914067648	0.9965597645757143
J/8.0/0.25/last/phi_lp	4606994772140187650	0.9791670357762998
J/8.0/0.25/last/pi_hpc	4618294732918900132	5.869717593320647
J/8.0/0.25/last/pi_lpc	4613610447133961563	2.8546180237150742
J/8.0/0.25/last/s	4620828325670949962	8.239999999999913
J/8.0/0.25/last/sp_thrust	4649433430123526142	707.3838679098988
J/8.0/0.5/r	4602678819172646912	0.5
J/8.0/0.5/rho	4620693217682128896	8.0
J/8.0/0.5/Tt4_peak	4654796570552228066	1610.2046870119452
J/8.0/0.5/X	4639840717882443536	160.20468701194523
J/8.0/0.5/E_temp_H	4596448148148583096	0.20206413925548872
J/8.0/0.5/E_temp_L	4598604620398921424	0.27383653572551925
J/8.0/0.5/complete	1	1
J/8.0/0.5/npts	426	426
J/8.0/0.5/i_peak	25	25
J/8.0/0.5/peak/Tt4	4654796570552228066	1610.2046870119452
J/8.0/0.5/peak/branch_choked	1	1
J/8.0/0.5/peak/f	4584888910081508037	0.03280770825643268
J/8.0/0.5/peak/mdot_air	4605249393027361476	0.7853910280003551
J/8.0/0.5/peak/mf	4583084018840604399	0.025766879713855436
J/8.0/0.5/peak/mf_sched	4583084018840604399	0.025766879713855436
J/8.0/0.5/peak/nu_hp	4606588460206203098	0.9340573493473372
J/8.0/0.5/peak/nu_lp	4606123179843662534	0.8824008522074898
J/8.0/0.5/peak/phi_hp	4606638551959042922	0.9396186510819977
J/8.0/0.5/peak/phi_lp	4606192180843973838	0.8900615021342675
J/8.0/0.5/peak/pi_hpc	4618161524110330753	5.75140440423536
J/8.0/0.5/peak/pi_lpc	4612942326590646249	2.557912899549582
J/8.0/0.5/peak/s	4602678819172646913	0.5000000000000001
J/8.0/0.5/peak/sp_thrust	4649776508222245336	746.3873320448283
J/8.0/0.5/last/Tt4	4654109257044828569	1453.9276886527425
J/8.0/0.5/last/branch_choked	1	1
J/8.0/0.5/last/f	4583502631207940462	0.027219233115759627
J/8.0/0.5/last/mdot_air	4606701816116480445	0.9466423835040626
J/8.0/0.5/last/mf	4583084018840604399	0.025766879713855436
J/8.0/0.5/last/mf_sched	4583084018840604399	0.025766879713855436
J/8.0/0.5/last/nu_hp	4607027500538773466	0.982800617943208
J/8.0/0.5/last/nu_lp	4606884241056457047	0.9668956203668512
J/8.0/0.5/last/phi_hp	4607150424706361242	0.9964479420570911
J/8.0/0.5/last/phi_lp	4606993748031287088	0.9790533368481871
J/8.0/0.5/last/pi_hpc	4618291270442740519	5.866642296716953
J/8.0/0.5/last/pi_lpc	4613614838434981041	2.856568153115028
J/8.0/0.5/last/s	4620974692658839500	8.499999999999908
J/8.0/0.5/last/sp_thrust	4649433060358903438	707.3418305392422
J/8.0/1.0/r	4607182418800017408	1.0
J/8.0/1.0/rho	4620693217682128896	8.0
J/8.0/1.0/Tt4_peak	4654619097341153199	1569.8519507171402
J/8.0/1.0/X	4638134248196078320	119.8519507171402
J/8.0/1.0/E_temp_H	4593804962485144720	0.1287009997077786
J/8.0/1.0/E_temp_L	4597430206180112968	0.22932172520855176
J/8.0/1.0/complete	1	1
J/8.0/1.0/npts	451	451
J/8.0/1.0/i_peak	50	50
J/8.0/1.0/peak/Tt4	4654619097341153199	1569.8519507171402
J/8.0/1.0/peak/branch_choked	1	1
J/8.0/1.0/peak/f	4584683837529054731	0.03138473157235574
J/8.0/1.0/peak/mdot_air	4605570134464990642	0.8210004809010825
J/8.0/1.0/peak/mf	4583084018840604399	0.025766879713855436
J/8.0/1.0/peak/mf_sched	4583084018840604399	0.025766879713855436
J/8.0/1.0/peak/nu_hp	4606780594312879132	0.9553885202520891
J/8.0/1.0/peak/nu_lp	4606180107262685524	0.8887210653406705
J/8.0/1.0/peak/phi_hp	4606850207495349982	0.9631171360517461
J/8.0/1.0/peak/phi_lp	4606496069818899169	0.9237999558234514
J/8.0/1.0/peak/pi_hpc	4618392713559359349	5.956741883724921
J/8.0/1.0/peak/pi_lpc	4612914708927678922	2.5456481934245163
J/8.0/1.0/peak/s	4607182418800017410	1.0000000000000004
J/8.0/1.0/peak/sp_thrust	4649689165285762708	736.4575897987984
J/8.0/1.0/last/Tt4	4654108014515572346	1453.6451702089093
J/8.0/1.0/last/branch_choked	1	1
J/8.0/1.0/last/f	4583499655094543023	0.027208907648204213
J/8.0/1.0/last/mdot_air	4606705051861825051	0.9470016234024031
J/8.0/1.0/last/mf	4583084018840604399	0.025766879713855436
J/8.0/1.0/last/mf_sched	4583084018840604399	0.025766879713855436
J/8.0/1.0/last/nu_hp	4607025402468421937	0.982567685342053
J/8.0/1.0/last/nu_lp	4606889273249684331	0.9674543060453805
J/8.0/1.0/last/phi_hp	4607148702267565888	0.9962567129361801
J/8.0/1.0/last/phi_lp	4606992000103539309	0.9788592778850905
J/8.0/1.0/last/pi_hpc	4618285348704669156	5.861382736754852
J/8.0/1.0/last/pi_lpc	4613622363102670547	2.859909776843645
J/8.0/1.0/last/s	4621256167635550150	8.999999999999897
J/8.0/1.0/last/sp_thrust	4649432427041291943	707.2698306627179
J/8.0/2.0/r	4611686018427387904	2.0
J/8.0/2.0/rho	4620693217682128896	8.0
J/8.0/2.0/Tt4_peak	4654443371839054837	1529.8965974359282
J/8.0/2.0/X	4635322640162504528	79.89659743592824
J/8.0/2.0/E_temp_H	4589912785692594256	0.07283569621637409
J/8.0/2.0/E_temp_L	4595544611395107976	0.17698595657291016
J/8.0/2.0/complete	1	1
J/8.0/2.0/npts	501	501
J/8.0/2.0/i_peak	100	100
J/8.0/2.0/peak/Tt4	4654443371839054837	1529.8965974359282
J/8.0/2.0/peak/branch_choked	1	1
J/8.0/2.0/peak/f	4584293403653443788	0.029962776166500046
J/8.0/2.0/peak/mdot_air	4605921077888507152	0.8599630278139632
J/8.0/2.0/peak/mf	4583084018840604399	0.025766879713855436
J/8.0/2.0/peak/mf_sched	4583084018840604399	0.025766879713855436
J/8.0/2.0/peak/nu_hp	4606962607950143061	0.9755960933407076
J/8.0/2.0/peak/nu_lp	4606280864891330914	0.8999074092635448
J/8.0/2.0/peak/phi_hp	4607046292101225036	0.9848869004734495
J/8.0/2.0/peak/phi_lp	4606782614332224217	0.9556127874507993
J/8.0/2.0/peak/pi_hpc	4618583098487421877	6.125837668266219
J/8.0/2.0/peak/pi_lpc	4612938280518005424	2.556116082347522
J/8.0/2.0/peak/s	4611686018427387907	2.0000000000000013
J/8.0/2.0/peak/sp_thrust	4649601775295618072	726.5224981707315
J/8.0/2.0/last/Tt4	4654105868690577762	1453.1572660930328
J/8.0/2.0/last/branch_choked	1	1
J/8.0/2.0/last/f	4583494514561942112	0.027191072843040565
J/8.0/2.0/last/mdot_air	4606710646635459845	0.9476227680530945
J/8.0/2.0/last/mf	4583084018840604399	0.025766879713855436
J/8.0/2.0/last/mf_sched	4583084018840604399	0.025766879713855436
J/8.0/2.0/last/nu_hp	4607021786796060465	0.9821662650715323
J/8.0/2.0/last/nu_lp	4606897957281203212	0.9684184272192637
J/8.0/2.0/last/phi_hp	4607145735563429879	0.9959273426122753
J/8.0/2.0/last/phi_lp	4606988999674070775	0.9785261632971175
J/8.0/2.0/last/pi_hpc	4618275147354493503	5.852322117677033
J/8.0/2.0/last/pi_lpc	4613635368753648431	2.865685446109999
J/8.0/2.0/last/s	4621819117588971450	9.999999999999876
J/8.0/2.0/last/sp_thrust	4649431333229203348	707.1454786253039
J/n_points	16	16
J/collapse/E_temp_H/q	4587366580439587226	0.05
J/collapse/E_temp_H/spread	4594134411386792228	0.1378450436089419
J/collapse/E_temp_H/score/0	4596874568188497064	0.21389967291734036
J/collapse/E_temp_H/score/1	4594134411386792228	0.1378450436089419
J/collapse/E_temp_H/score/2	4594134411386792228	0.1378450436089419
J/collapse/E_temp_H/score/3	4594592528517063786	0.15056034825900905
J/collapse/E_temp_H/score/4	4596735376971509796	0.21003634056921883
J/collapse/E_temp_H/score/5	4597178455452602292	0.2223342388548396
J/collapse/E_temp_H/score/6	4598028104701542265	0.24591674283055534
J/collapse/E_temp_H/score/7	4599381394517240773	0.3169561612800716
J/collapse/E_temp_H/score/8	4599381394517240773	0.3169561612800716
J/collapse/E_temp_H/score/9	4601124604133183802	0.41372373389846795
J/collapse/E_temp_H/score/10	4601124604133183802	0.41372373389846795
J/collapse/E_temp_H/score/11	4601124604133183802	0.41372373389846795
J/collapse/E_temp_H/score/12	4602943438310083775	0.5293786259138854
J/collapse/E_temp_H/score/13	4604351868081868540	0.6857457420341855
J/collapse/E_temp_H/score/14	4604351868081868540	0.6857457420341855
J/collapse/E_temp_H/score/15	4604453926713384481	0.6970765262912587
J/collapse/E_temp_H/score/16	4604453926713384481	0.6970765262912587
J/collapse/E_temp_H/score/17	4604453926713384481	0.6970765262912587
J/collapse/E_temp_H/score/18	4604453926713384481	0.6970765262912587
J/collapse/E_temp_H/score/19	4604453926713384481	0.6970765262912587
J/collapse/E_temp_H/score/20	4604409465123977603	0.6921402982641641
J/collapse/E_temp_H/score/21	4604124060655123892	0.6604540369989338
J/collapse/E_temp_H/score/22	4604124060655123892	0.6604540369989338
J/collapse/E_temp_H/score/23	4604124060655123892	0.6604540369989338
J/collapse/E_temp_H/score/24	4604187210265072924	0.6674650520950851
J/collapse/X/q	4599976659396224614	0.35
J/collapse/X/spread	4594270172893880957	0.14161318238463486
J/collapse/X/score/0	4604382159488938158	0.6891087637918838
J/collapse/X/score/1	4601872337564902869	0.4552312775072925
J/collapse/X/score/2	4601872337564902869	0.4552312775072925
J/collapse/X/score/3	4601322671317871035	0.4247186713415904
J/collapse/X/score/4	4598388945435312036	0.2618641702038025
J/collapse/X/score/5	4597862103687563863	0.24130928913480673
J/collapse/X/score/6	4596514759124566753	0.20391296523623395
J/collapse/X/score/7	4594270172893880957	0.14161318238463486
J/collapse/X/score/8	4594270172893880957	0.14161318238463486
J/collapse/X/score/9	4594667166438412128	0.15263196672878632
J/collapse/X/score/10	4594667166438412128	0.15263196672878632
J/collapse/X/score/11	4594667166438412128	0.15263196672878632
J/collapse/X/score/12	4600198395670255512	0.3623088358411848
J/collapse/X/score/13	4602170628747966281	0.47178976448127635
J/collapse/X/score/14	4602170628747966281	0.47178976448127635
J/collapse/X/score/15	4602772797856215565	0.510433729832188
J/collapse/X/score/16	4602772797856215565	0.510433729832188
J/collapse/X/score/17	4602772797856215565	0.510433729832188
J/collapse/X/score/18	4602772797856215565	0.510433729832188
J/collapse/X/score/19	4602772797856215565	0.510433729832188
J/collapse/X/score/20	4602790243924238587	0.5123706324730216
J/collapse/X/score/21	4602909351637787698	0.5255942450722897
J/collapse/X/score/22	4602909351637787698	0.5255942450722897
J/collapse/X/score/23	4602909351637787698	0.5255942450722897
J/collapse/X/score/24	4603294300129510567	0.5683321129528353
J/collapse/E_temp_L/q	4604029899060858061	0.65
J/collapse/E_temp_L/spread	4598075206983607139	0.24722409378207563
J/collapse/E_temp_L/score/0	4607408863997079842	1.050280934318899
J/collapse/E_temp_L/score/1	4604458969955354607	0.6976364386266577
J/collapse/E_temp_L/score/2	4604458969955354607	0.6976364386266577
J/collapse/E_temp_L/score/3	4605082165911058619	0.766825088514245
J/collapse/E_temp_L/score/4	4603558142144642129	0.5976244609590912
J/collapse/E_temp_L/score/5	4603254063071465031	0.563864902124302
J/collapse/E_temp_L/score/6	4602938834886656252	0.5288675432457519
J/collapse/E_temp_L/score/7	4602371457850807032	0.4829380191807071
J/collapse/E_temp_L/score/8	4602371457850807032	0.4829380191807071
J/collapse/E_temp_L/score/9	4598993243472342518	0.2954094499261538
J/collapse/E_temp_L/score/10	4598993243472342518	0.2954094499261538
J/collapse/E_temp_L/score/11	4598993243472342518	0.2954094499261538
J/collapse/E_temp_L/score/12	4599009535463126791	0.29631383709043785
J/collapse/E_temp_L/score/13	4598075206983607139	0.24722409378207563
J/collapse/E_temp_L/score/14	4598075206983607139	0.24722409378207563
J/collapse/E_temp_L/score/15	4598681770118808279	0.27811920549360764
J/collapse/E_temp_L/score/16	4598681770118808279	0.27811920549360764
J/collapse/E_temp_L/score/17	4598681770118808279	0.27811920549360764
J/collapse/E_temp_L/score/18	4598681770118808279	0.27811920549360764
J/collapse/E_temp_L/score/19	4598681770118808279	0.27811920549360764
J/collapse/E_temp_L/score/20	4599343087995797057	0.31482972217506605
J/collapse/E_temp_L/score/21	4600050494259276019	0.35409865824898573
J/collapse/E_temp_L/score/22	4600050494259276019	0.35409865824898573
J/collapse/E_temp_L/score/23	4600050494259276019	0.35409865824898573
J/collapse/E_temp_L/score/24	4601450829611408329	0.4318328857556791
census/J/close_calls	28656	28656
census/J/eq_calls	0	0
census/J/eq_passes	0	0
census/J/hi_wall_hi0	0	0
census/J/hi_wall_literal	0	0
census/J/hi_wall_map	28656	28656
census/J/illinois_calls	31248	31248
census/J/illinois_evals	210000	210000
census/J/illinois_exhausted	0	0
census/J/instant_calls	28656	28656
census/J/interp_high	4427	4427
census/J/interp_low	32	32
census/J/interp_mid	9869	9869
census/J/lo_floor_hits	0	0
census/J/march_calls	16	16
census/J/march_points	7164	7164
census/J/rw_calls	28656	28656
census/J/rw_interior	0	0
census/J/rw_one	28656	28656
census/J/rw_zero	0	0
census/J/sched_calls	0	0
census/J/sched_dormant	0	0
census/J/surge_calls	0	0
census/J/surge_dormant	0	0
census/J/topping_calls	0	0
K/flow/press/bare/npts	101	101
K/flow/press/bare/last/Tt4	4654098270608743413	1451.4296623000384
K/flow/press/bare/last/branch_choked	1	1
K/flow/press/bare/last/f	4583476233483497937	0.027127647611153997
K/flow/press/bare/last/mdot_air	4606730602713119280	0.9498383377429658
K/flow/press/bare/last/mf	4583084018840604399	0.025766879713855436
K/flow/press/bare/last/mf_sched	4583084018840604399	0.025766879713855436
K/flow/press/bare/last/nu_hp	4606994259835669167	0.9791101585490959
K/flow/press/bare/last/nu_lp	4606945188839627384	0.9736621835844081
K/flow/press/bare/last/phi_hp	4607121972027243155	0.9932890601101739
K/flow/press/bare/last/phi_lp	4606962028062730952	0.9755317129050463
K/flow/press/bare/last/pi_hpc	4618209273965847279	5.793814795448937
K/flow/press/bare/last/pi_lpc	4613711483765445238	2.8994873015565714
K/flow/press/bare/last/s	4611686018427387907	2.0000000000000013
K/flow/press/bare/last/sp_thrust	4649427643505328080	706.7260055858587
K/flow/press/bare/eqf/M9	4607182418800017401	0.9999999999999992
K/flow/press/bare/eqf/Pc_hp	4688846668590330484	297036.96054724534
K/flow/press/bare/eqf/Pc_lp	4682545690627479476	113639.94296559581
K/flow/press/bare/eqf/Phi_hp	13619158357007352945	-7.536277686428006e-15
K/flow/press/bare/eqf/Phi_lp	13622186571532556702	-1.231395778953931e-14
K/flow/press/bare/eqf/Pt_hp	4688846668590330443	297036.96054724295
K/flow/press/bare/eqf/Pt_lp	4682545690627479374	113639.94296559432
K/flow/press/bare/eqf/Tt2	4643741180423569407	286.12499999999994
K/flow/press/bare/eqf/Tt25	4645732390601584930	399.3121941888404
K/flow/press/bare/eqf/Tt3	4649325958338716905	695.1657405506386
K/flow/press/bare/eqf/Tt4	4654091982887453271	1450.0000000001362
K/flow/press/bare/eqf/Tt45	4653055024310017482	1214.2229169661755
K/flow/press/bare/eqf/Tt5	4652658306294251411	1124.0196836068978
K/flow/press/bare/eqf/branch_choked	1	1
K/flow/press/bare/eqf/eta_hpc	4606101204453158573	0.8799610937562271
K/flow/press/bare/eqf/eta_hpt	4606461842859638129	0.92
K/flow/press/bare/eqf/eta_lpc	4606280408567553038	0.8998567471470567
K/flow/press/bare/eqf/eta_lpt	4606281698874543309	0.9
K/flow/press/bare/eqf/f	4583461224268704404	0.027075573936637357
K/flow/press/bare/eqf/m_hp	4606988390563206140	0.9784585384064708
K/flow/press/bare/eqf/m_imp	4606747057036100206	0.9516651345657701
K/flow/press/bare/eqf/m_lp	4606747057036100203	0.9516651345657697
K/flow/press/bare/eqf/mdot4	4606979144455855845	0.9774320142796254
K/flow/press/bare/eqf/mdot_air	4606747057036100206	0.9516651345657701
K/flow/press/bare/eqf/mdot_air_face	4606747057036100202	0.9516651345657696
K/flow/press/bare/eqf/n_hp	4607043162255300537	0.9845394177725587
K/flow/press/bare/eqf/n_lp	4606953946993022934	0.974634533939702
K/flow/press/bare/eqf/nu_hp	4606998630862288425	0.9795954399884909
K/flow/press/bare/eqf/nu_hpt	4607149469332527002	0.9963418742543013
K/flow/press/bare/eqf/nu_lp	4606953946993022934	0.974634533939702
K/flow/press/bare/eqf/nu_lpt	4607104021581102769	0.9912961602494389
K/flow/press/bare/eqf/phi_hp	4607126787008028507	0.9938236303632765
K/flow/press/bare/eqf/phi_lp	4606970144404109813	0.9764328078124992
K/flow/press/bare/eqf/pi_hpc	4618209920295534259	5.794388851528924
K/flow/press/bare/eqf/pi_hpt	4601427004634511389	0.4305103338600718
K/flow/press/bare/eqf/pi_lpc	4613719839157711890	2.9031978411062562
K/flow/press/bare/eqf/pi_lpt	4604376207078889679	0.6884479135231006
K/flow/press/bare/eqf/pt4	4698146071880348886	1256181.8958008788
K/flow/press/bare/eqf/slip	4607136804184594110	0.9949357603697633
K/flow/press/bare/eqf/sp_thrust	4649424429439250056	706.3606085772199
K/flow/press/bare/eqf/tau_hpc	4610519171197118310	1.740907867746921
K/flow/press/bare/eqf/tau_hpt	4605717804202370307	0.8373951151490079
K/flow/press/bare/eqf/tau_lpc	4608963982122243617	1.3955865240326448
K/flow/press/bare/eqf/tau_lpt	4606513284257310085	0.9257111424114305
K/flow/press/bare/eqf/passes	3	3
K/flow/press/armed/npts	101	101
K/flow/press/armed/last/Tt4	4654098270608743413	1451.4296623000384
K/flow/press/armed/last/branch_choked	1	1
K/flow/press/armed/last/f	4583476233483497937	0.027127647611153997
K/flow/press/armed/last/mdot_air	4606730602713119280	0.9498383377429658
K/flow/press/armed/last/mf	4583084018840604399	0.025766879713855436
K/flow/press/armed/last/mf_sched	4583084018840604399	0.025766879713855436
K/flow/press/armed/last/nu_hp	4606994259835669167	0.9791101585490959
K/flow/press/armed/last/nu_lp	4606945188839627384	0.9736621835844081
K/flow/press/armed/last/phi_hp	4607121972027243155	0.9932890601101739
K/flow/press/armed/last/phi_lp	4606962028062730952	0.9755317129050463
K/flow/press/armed/last/pi_hpc	4618209273965847279	5.793814795448937
K/flow/press/armed/last/pi_lpc	4613711483765445238	2.8994873015565714
K/flow/press/armed/last/s	4611686018427387907	2.0000000000000013
K/flow/press/armed/last/sp_thrust	4649427643505328080	706.7260055858587
K/flow/press/armed/eqf/M9	4607182418800017401	0.9999999999999992
K/flow/press/armed/eqf/Pc_hp	4688846668590330484	297036.96054724534
K/flow/press/armed/eqf/Pc_lp	4682545690627479476	113639.94296559581
K/flow/press/armed/eqf/Phi_hp	13619158357007352945	-7.536277686428006e-15
K/flow/press/armed/eqf/Phi_lp	13622186571532556702	-1.231395778953931e-14
K/flow/press/armed/eqf/Pt_hp	4688846668590330443	297036.96054724295
K/flow/press/armed/eqf/Pt_lp	4682545690627479374	113639.94296559432
K/flow/press/armed/eqf/Tt2	4643741180423569407	286.12499999999994
K/flow/press/armed/eqf/Tt25	4645732390601584930	399.3121941888404
K/flow/press/armed/eqf/Tt3	4649325958338716905	695.1657405506386
K/flow/press/armed/eqf/Tt4	4654091982887453271	1450.0000000001362
K/flow/press/armed/eqf/Tt45	4653055024310017482	1214.2229169661755
K/flow/press/armed/eqf/Tt5	4652658306294251411	1124.0196836068978
K/flow/press/armed/eqf/branch_choked	1	1
K/flow/press/armed/eqf/eta_hpc	4606101204453158573	0.8799610937562271
K/flow/press/armed/eqf/eta_hpt	4606461842859638129	0.92
K/flow/press/armed/eqf/eta_lpc	4606280408567553038	0.8998567471470567
K/flow/press/armed/eqf/eta_lpt	4606281698874543309	0.9
K/flow/press/armed/eqf/f	4583461224268704404	0.027075573936637357
K/flow/press/armed/eqf/m_hp	4606988390563206140	0.9784585384064708
K/flow/press/armed/eqf/m_imp	4606747057036100206	0.9516651345657701
K/flow/press/armed/eqf/m_lp	4606747057036100203	0.9516651345657697
K/flow/press/armed/eqf/mdot4	4606979144455855845	0.9774320142796254
K/flow/press/armed/eqf/mdot_air	4606747057036100206	0.9516651345657701
K/flow/press/armed/eqf/mdot_air_face	4606747057036100202	0.9516651345657696
K/flow/press/armed/eqf/n_hp	4607043162255300537	0.9845394177725587
K/flow/press/armed/eqf/n_lp	4606953946993022934	0.974634533939702
K/flow/press/armed/eqf/nu_hp	4606998630862288425	0.9795954399884909
K/flow/press/armed/eqf/nu_hpt	4607149469332527002	0.9963418742543013
K/flow/press/armed/eqf/nu_lp	4606953946993022934	0.974634533939702
K/flow/press/armed/eqf/nu_lpt	4607104021581102769	0.9912961602494389
K/flow/press/armed/eqf/phi_hp	4607126787008028507	0.9938236303632765
K/flow/press/armed/eqf/phi_lp	4606970144404109813	0.9764328078124992
K/flow/press/armed/eqf/pi_hpc	4618209920295534259	5.794388851528924
K/flow/press/armed/eqf/pi_hpt	4601427004634511389	0.4305103338600718
K/flow/press/armed/eqf/pi_lpc	4613719839157711890	2.9031978411062562
K/flow/press/armed/eqf/pi_lpt	4604376207078889679	0.6884479135231006
K/flow/press/armed/eqf/pt4	4698146071880348886	1256181.8958008788
K/flow/press/armed/eqf/slip	4607136804184594110	0.9949357603697633
K/flow/press/armed/eqf/sp_thrust	4649424429439250056	706.3606085772199
K/flow/press/armed/eqf/tau_hpc	4610519171197118310	1.740907867746921
K/flow/press/armed/eqf/tau_hpt	4605717804202370307	0.8373951151490079
K/flow/press/armed/eqf/tau_lpc	4608963982122243617	1.3955865240326448
K/flow/press/armed/eqf/tau_lpt	4606513284257310085	0.9257111424114305
K/flow/press/armed/eqf/passes	3	3
K/tilted/bare/npts	101	101
K/tilted/bare/last/Tt4	4654097051228786786	1451.1524073975384
K/tilted/bare/last/branch_choked	1	1
K/tilted/bare/last/f	4583473327821366447	0.02711756657052849
K/tilted/bare/last/mdot_air	4606733549284246962	0.9501654728539306
K/tilted/bare/last/mf	4583083815854154098	0.02576617546313415
K/tilted/bare/last/mf_sched	4583083815854154098	0.02576617546313415
K/tilted/bare/last/nu_hp	4607000898327257820	0.9798471791701462
K/tilted/bare/last/nu_lp	4606932845082173407	0.9722917512108288
K/tilted/bare/last/phi_hp	4607122501572392285	0.9933478514318882
K/tilted/bare/last/phi_lp	4606977443495353707	0.9772431697282803
K/tilted/bare/last/pi_hpc	4618215147103406313	5.7990311894848015
K/tilted/bare/last/pi_lpc	4613707170026168714	2.8975716164897607
K/tilted/bare/last/s	4611686018427387907	2.0000000000000013
K/tilted/bare/last/sp_thrust	4649426991032815536	706.6518280492073
K/tilted/bare/eqf/M9	4607182418800017406	0.9999999999999998
K/tilted/bare/eqf/Pc_hp	4688846668590329935	297036.9605472134
K/tilted/bare/eqf/Pc_lp	4682545690627478672	113639.94296558411
K/tilted/bare/eqf/Phi_hp	13624126112403900195	-1.653717273380133e-14
K/tilted/bare/eqf/Phi_lp	13626201563425413175	-2.308614142009174e-14
K/tilted/bare/eqf/Pt_hp	4688846668590329845	297036.96054720815
K/tilted/bare/eqf/Pt_lp	4682545690627478481	113639.94296558133
K/tilted/bare/eqf/Tt2	4643741180423569407	286.12499999999994
K/tilted/bare/eqf/Tt25	4645732390601584725	399.31219418882876
K/tilted/bare/eqf/Tt3	4649325958338716522	695.165740550595
K/tilted/bare/eqf/Tt4	4654091982887452554	1449.9999999999732
K/tilted/bare/eqf/Tt45	4653055024310016882	1214.222916966039
K/tilted/bare/eqf/Tt5	4652658306294250855	1124.0196836067714
K/tilted/bare/eqf/branch_choked	1	1
K/tilted/bare/eqf/eta_hpc	4606101242142730785	0.8799652781393129
K/tilted/bare/eqf/eta_hpt	4606461842859638129	0.92
K/tilted/bare/eqf/eta_lpc	4606280109524508311	0.8998235466996957
K/tilted/bare/eqf/eta_lpt	4606281698874543309	0.9
K/tilted/bare/eqf/f	4583461224268703239	0.027075573936633315
K/tilted/bare/eqf/m_hp	4606988448452029093	0.9784649653568819
K/tilted/bare/eqf/m_imp	4606746822753844471	0.9516391240103123
K/tilted/bare/eqf/m_lp	4606746822753844465	0.9516391240103116
K/tilted/bare/eqf/mdot4	4606978903830273539	0.9774052994734465
K/tilted/bare/eqf/mdot_air	4606746822753844471	0.9516391240103123
K/tilted/bare/eqf/mdot_air_face	4606746822753844465	0.9516391240103116
K/tilted/bare/eqf/n_hp	4607046070675117845	0.9848623172372039
K/tilted/bare/eqf/n_lp	4606943192467604084	0.9734405417658096
K/tilted/bare/eqf/nu_hp	4607001524677141390	0.9799167179763673
K/tilted/bare/eqf/nu_hpt	4607152412617884553	0.9966686445715008
K/tilted/bare/eqf/nu_lp	4606943192467604084	0.9734405417658096
K/tilted/bare/eqf/nu_lpt	4607093083204325343	0.9900817564744065
K/tilted/bare/eqf/phi_hp	4607123910902943635	0.9935043185546298
K/tilted/bare/eqf/phi_lp	4606980691313505077	0.9776037499774249
K/tilted/bare/eqf/pi_hpc	4618209963147420020	5.794426911649101
K/tilted/bare/eqf/pi_hpt	4601427004634511389	0.4305103338600718
K/tilted/bare/eqf/pi_lpc	4613719617540158289	2.9030994231419887
K/tilted/bare/eqf/pi_lpt	4604376207078889679	0.6884479135231006
K/tilted/bare/eqf/pt4	4698145924419116130	1256147.5623071422
K/tilted/bare/eqf/slip	4607122891078459837	0.9933910952923309
K/tilted/bare/eqf/sp_thrust	4649424400690350038	706.3573402056888
K/tilted/bare/eqf/tau_hpc	4610519171197118048	1.7409078677468628
K/tilted/bare/eqf/tau_hpt	4605717804202370308	0.837395115149008
K/tilted/bare/eqf/tau_lpc	4608963982122243433	1.395586524032604
K/tilted/bare/eqf/tau_lpt	4606513284257310084	0.9257111424114304
K/tilted/bare/eqf/passes	3	3
K/tilted/armed/npts	101	101
K/tilted/armed/last/Tt4	4654097051228786786	1451.1524073975384
K/tilted/armed/last/branch_choked	1	1
K/tilted/armed/last/f	4583473327821366447	0.02711756657052849
K/tilted/armed/last/mdot_air	4606733549284246962	0.9501654728539306
K/tilted/armed/last/mf	4583083815854154098	0.02576617546313415
K/tilted/armed/last/mf_sched	4583083815854154098	0.02576617546313415
K/tilted/armed/last/nu_hp	4607000898327257820	0.9798471791701462
K/tilted/armed/last/nu_lp	4606932845082173407	0.9722917512108288
K/tilted/armed/last/phi_hp	4607122501572392285	0.9933478514318882
K/tilted/armed/last/phi_lp	4606977443495353707	0.9772431697282803
